성별코드,만연령,만연령_제곱,교육정도_학력구분코드,교육정도_계열코드,혼인상태코드,연령_20대초반,연령_20대후반,연령_30대초반,연령_30대후반,여성기혼,남성미혼,여성미혼,고졸이하,전문대졸,대졸이상,이공계,인문사회,직업교육및직장체험_취업관련시험준비분야코드,연령계층코드,직업교육및직장체험_직업교육수혜구분코드,출생연도,가구주관계코드,가장최근학교_졸업및중퇴연월,가장최근학교_입학및편입연월,직업교육및직장체험_재학휴학중직장체험여부,가장최근학교_년제수,가장최근학교_편입경험유무,직업교육및직장체험_취업관련시험준비여부,최근직장_전공관련성코드,가장최근학교_휴학경험유무,조사연월,연령대,진성쉬었음,취업여부,취업예측확률,단절위험_환경평균,정책유형,재연결지수,지원필요도점수
2,26,676,3,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,3,3,1996,3,201502,201203,1,3,2,2,2,2,202305,25-29,0,1,0.8166052776694902,0.15422315360960995,안정군,0.825,0.163
1,20,400,4,70,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,2001,3,0,202003,1,0,0,2,0,0,202105,20-24,0,0,0.4919496083562715,0.4858207213569005,재연결 가능 단절군,0.499,0.4925
2,36,1296,3,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,1986,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.676327423332868,0.30263997373455936,안정군,0.683,0.3089
1,24,576,5,70,1,1,0,0,0,0,1,0,0,0,1,1,0,6,2,1,1997,3,0,201703,2,0,0,1,0,0,202105,20-24,0,0,0.013324299909665762,0.4858207213569005,고착형 단절 위험군,0.164,0.6361
2,31,961,4,91,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1991,2,201302,201003,2,3,2,2,4,2,202305,30-34,0,1,0.601714331555092,0.22887157543852418,취업취약 비단절군,0.653,0.2797
2,36,1296,4,100,2,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,1984,2,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.5093335935467084,0.31559084187742065,고착형 단절 위험군,0.562,0.3681
1,36,1296,6,40,1,0,0,0,1,0,1,0,0,0,1,0,1,0,5,0,1985,8,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.7787814286891068,0.04956351335007309,안정군,0.83,0.1011
2,33,1089,5,100,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,3,1988,1,201308,200903,1,4,2,2,4,2,202205,30-34,0,1,0.9261087725927816,0.2345583864473848,재연결 가능 단절군,0.878,0.1864
2,34,1156,4,40,2,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1,1988,2,200902,200703,1,2,2,2,1,2,202305,30-34,0,1,0.5605655711680324,0.22887157543852418,취업취약 비단절군,0.624,0.292
2,26,676,3,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3,3,1995,1,201502,201203,2,3,2,2,2,2,202105,25-29,0,1,0.8286800740547188,0.16095345897786528,재연결 가능 단절군,0.832,0.1641
1,35,1225,5,60,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1988,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9780817898975388,0.05220923441143611,안정군,0.969,0.0431
2,28,784,5,22,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3,2,1992,3,201702,201103,1,4,2,2,2,1,202105,25-29,1,0,0.8775631364910258,0.16095345897786528,재연결 가능 단절군,0.866,0.1494
2,38,1444,5,40,2,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,1984,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5958721642994972,0.31144141770894623,고착형 단절 위험군,0.624,0.3392
1,23,529,4,70,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,2000,3,0,202103,2,0,0,2,0,0,202305,20-24,0,0,0.07060117982368928,0.492572976263481,고착형 단절 위험군,0.202,0.6236
2,25,625,4,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,1996,3,201702,201503,2,2,2,2,1,2,202205,25-29,0,1,0.7876514644606475,0.15633791231367275,재연결 가능 단절군,0.804,0.1731
2,31,961,5,30,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4,2,1991,3,201502,201003,1,4,2,2,3,1,202305,30-34,0,1,0.9221628272377799,0.22887157543852418,안정군,0.877,0.1836
1,31,961,5,92,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,1992,1,201908,201203,1,4,1,2,1,1,202305,30-34,0,1,0.9581003122543379,0.058942503480726716,안정군,0.953,0.0538
1,35,1225,6,60,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9849471778103894,0.04956351335007309,안정군,0.975,0.0392
1,36,1296,5,70,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5,0,1985,3,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.7770723531696301,0.04956351335007309,안정군,0.829,0.1016
2,24,576,5,10,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1998,1,202202,201803,1,4,2,2,4,2,202305,20-24,0,1,0.9489899546122014,0.3752915844640742,안정군,0.852,0.278
1,26,676,4,60,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1994,3,201902,201303,2,3,2,2,3,1,202105,25-29,0,1,0.9035831187937213,0.1237875978263681,안정군,0.895,0.1156
2,35,1225,5,10,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1986,2,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.5394064843659859,0.31559084187742065,고착형 단절 위험군,0.583,0.3591
2,37,1369,3,3,4,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202305,35-39,0,0,0.7167024495038278,0.30263997373455936,안정군,0.711,0.2968
1,36,1296,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1986,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.741817737805753,0.05220923441143611,안정군,0.804,0.114
1,39,1521,5,10,2,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1984,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9701173593767068,0.05220923441143611,안정군,0.963,0.0455
2,37,1369,5,100,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1984,2,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.5958721642994972,0.31559084187742065,고착형 단절 위험군,0.622,0.3422
1,30,900,5,70,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,4,1990,3,201702,201003,1,4,2,2,3,1,202105,30-34,0,1,0.9536030593382722,0.05925964304922146,안정군,0.95,0.0554
1,23,529,4,92,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,3,1998,3,202002,201803,2,2,2,2,4,2,202205,20-24,0,1,0.878978989130112,0.4803533520422679,안정군,0.771,0.3726
2,31,961,5,21,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,1990,1,201702,201303,2,4,2,2,4,2,202205,30-34,0,1,0.9573198091493792,0.2345583864473848,재연결 가능 단절군,0.9,0.177
1,35,1225,3,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,1985,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9578250510339315,0.04956351335007309,안정군,0.956,0.0473
2,24,576,5,30,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2,3,1997,3,202002,201603,1,4,2,2,3,2,202205,20-24,0,0,0.922252902362759,0.38198034766775535,안정군,0.831,0.2907
2,32,1024,5,80,2,0,0,1,0,1,0,0,0,0,1,1,0,0,4,2,1988,2,201102,200703,1,4,2,2,1,1,202105,30-34,0,0,0.6468729112179382,0.24230136139123576,고착형 단절 위험군,0.68,0.2755
1,38,1444,5,40,1,0,0,0,1,0,1,0,0,0,1,0,1,0,5,0,1984,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9031054456973724,0.05220923441143611,안정군,0.917,0.0656
1,24,576,5,70,1,1,0,0,0,0,1,0,0,0,1,1,0,3,2,1,1999,3,0,201703,1,0,0,1,0,0,202305,20-24,0,0,0.16667146138848118,0.492572976263481,고착형 단절 위험군,0.269,0.5948
2,27,729,5,40,1,0,1,0,0,0,0,1,0,0,1,0,1,6,3,2,1994,1,201808,201303,1,4,2,1,0,1,202105,25-29,0,0,0.0,0.16095345897786528,고착형 단절 위험군,0.252,0.4127
1,23,529,5,70,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1998,3,0,201703,2,0,0,2,0,0,202105,20-24,0,0,0.05058900864641493,0.4858207213569005,고착형 단절 위험군,0.19,0.6249
2,28,784,3,3,2,0,1,0,0,1,0,0,1,0,0,1,0,0,3,1,1993,2,201202,200903,1,3,2,2,1,2,202205,25-29,0,1,0.4799105215771882,0.15633791231367275,고착형 단절 위험군,0.589,0.2655
1,34,1156,5,70,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,1,1987,3,201302,200603,2,4,2,2,3,1,202105,30-34,0,1,0.9116283524904215,0.05925964304922146,안정군,0.92,0.068
1,28,784,5,70,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,1,1993,3,201702,201203,2,4,2,2,3,1,202105,25-29,0,1,0.9543213083997539,0.1237875978263681,안정군,0.931,0.1004
1,27,729,5,70,1,0,1,0,0,0,1,0,0,0,1,1,0,7,3,2,1995,3,0,201403,1,0,0,1,0,0,202305,25-29,0,0,0.20706716512171994,0.12123110098163072,취업취약 비단절군,0.409,0.3227
1,32,1024,4,70,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1988,3,201602,201203,2,2,2,2,1,2,202105,30-34,0,1,0.8766145744248851,0.05925964304922146,안정군,0.896,0.0785
2,33,1089,5,91,2,0,0,1,0,1,0,0,0,0,1,0,0,0,4,1,1989,4,201202,200803,2,4,2,2,4,2,202305,30-34,0,0,0.6572525544725915,0.22887157543852418,취업취약 비단절군,0.691,0.263
1,24,576,5,50,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1998,3,0,202103,2,0,0,2,0,0,202305,20-24,0,0,0.11512482593278493,0.492572976263481,고착형 단절 위험군,0.233,0.6103
2,39,1521,5,22,2,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,1981,2,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.5911063556969941,0.31559084187742065,고착형 단절 위험군,0.619,0.3436
1,33,1089,6,91,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,1,1990,3,202302,202103,1,2,2,2,4,2,202305,30-34,0,1,0.9828331917918076,0.058942503480726716,안정군,0.97,0.0464
2,22,484,5,21,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1999,3,0,201903,1,0,0,2,0,0,202205,20-24,0,0,0.4563364055299539,0.38198034766775535,안정군,0.505,0.4305
2,36,1296,3,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,1985,2,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.48824786324786323,0.31559084187742065,고착형 단절 위험군,0.547,0.3744
1,26,676,5,70,1,0,1,0,0,0,1,0,0,0,1,1,0,1,3,2,1996,3,0,201503,1,0,0,1,0,0,202305,25-29,0,1,0.30501493556248166,0.12123110098163072,취업취약 비단절군,0.477,0.2934
1,33,1089,5,40,1,0,0,1,0,0,1,0,0,0,1,0,1,1,4,4,1988,3,201308,200603,1,4,2,1,2,1,202105,30-34,0,1,0.6382754943342632,0.05925964304922146,취업취약 비단절군,0.729,0.15
1,35,1225,5,40,1,0,0,0,1,0,1,0,0,0,1,0,1,0,5,0,1988,3,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.759205214345192,0.05220923441143611,안정군,0.816,0.1088
1,25,625,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,1,1995,3,201402,201103,1,3,2,2,1,2,202105,25-29,0,1,0.8166052776694902,0.1237875978263681,안정군,0.834,0.1417
1,39,1521,4,60,2,0,0,0,1,0,0,0,0,1,0,1,0,0,5,0,1982,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9670803370838822,0.04956351335007309,안정군,0.962,0.0446
1,34,1156,5,70,2,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1988,1,201302,200703,1,4,2,2,4,1,202305,30-34,0,1,0.9961685823754789,0.058942503480726716,안정군,0.98,0.0424
1,29,841,6,70,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,1,1992,3,201702,201503,2,2,2,2,4,2,202205,25-29,0,1,0.9670803370838822,0.12326704184888362,안정군,0.94,0.0962
2,26,676,4,40,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3,2,1997,3,201802,201603,1,2,2,2,3,2,202305,25-29,0,1,0.878978989130112,0.15422315360960995,안정군,0.869,0.1443
2,31,961,4,70,1,0,0,1,0,0,0,1,0,1,0,1,0,6,4,1,1991,3,201602,201003,1,2,2,1,1,1,202305,30-34,0,1,0.30226160281534054,0.22887157543852418,취업취약 비단절군,0.443,0.3695
2,33,1089,4,91,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1989,2,201102,200803,1,3,2,2,4,2,202205,30-34,0,1,0.559085275089341,0.2345583864473848,고착형 단절 위험군,0.621,0.2965
2,29,841,5,70,2,0,1,0,0,1,0,0,0,0,1,1,0,0,3,1,1993,1,201602,201203,2,4,2,2,4,1,202205,25-29,0,1,0.8775631364910258,0.15633791231367275,재연결 가능 단절군,0.867,0.1462
1,39,1521,4,70,1,0,0,0,1,0,1,0,0,1,0,1,0,0,5,0,1982,3,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.7770723531696301,0.05014325784812647,안정군,0.829,0.102
1,39,1521,4,70,1,0,0,0,1,0,1,0,0,1,0,1,0,0,5,0,1982,1,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.9188749321411008,0.04956351335007309,안정군,0.928,0.059
2,39,1521,5,100,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1982,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5958721642994972,0.31144141770894623,고착형 단절 위험군,0.624,0.3392
1,20,400,5,40,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,2001,3,0,202003,1,0,0,2,0,0,202205,20-24,0,1,0.40750661375661373,0.4803533520422679,안정군,0.441,0.514
1,24,576,5,22,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,1997,3,0,201603,1,0,0,2,0,0,202105,20-24,0,1,0.42723587642942484,0.4858207213569005,재연결 가능 단절군,0.453,0.5119
1,33,1089,3,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,4,1,1988,3,200702,200403,2,3,2,2,3,2,202205,30-34,0,1,0.8364200730922678,0.05785455694967152,안정군,0.868,0.0896
1,36,1296,4,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,5,0,1985,3,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.7664648130084109,0.04956351335007309,안정군,0.822,0.1048
1,27,729,5,60,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,3,1994,3,202002,201303,1,4,2,2,1,1,202205,25-29,0,1,0.8938898172768219,0.12326704184888362,안정군,0.889,0.1181
1,25,625,4,60,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1995,3,201802,201403,2,2,2,2,3,1,202105,25-29,0,1,0.8954955336270287,0.1237875978263681,안정군,0.89,0.118
1,31,961,4,70,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1990,1,201005,200903,2,0,0,2,4,0,202105,30-34,0,1,0.9623729400913628,0.05925964304922146,안정군,0.956,0.0528
1,35,1225,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1987,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.8956591872194979,0.05220923441143611,안정군,0.911,0.0678
1,32,1024,5,70,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,1,1989,3,201402,200703,1,4,2,2,4,1,202205,30-34,0,1,0.9623729400913628,0.05785455694967152,안정군,0.956,0.0518
2,33,1089,3,3,2,0,0,1,0,1,0,0,1,0,0,1,0,0,4,1,1988,2,200702,200403,2,3,2,2,3,2,202205,30-34,0,1,0.522515455304929,0.2345583864473848,고착형 단절 위험군,0.595,0.3074
2,26,676,5,40,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3,1,1994,3,201702,201303,2,4,2,2,4,2,202105,25-29,0,1,0.9542444420243154,0.16095345897786528,재연결 가능 단절군,0.92,0.1264
2,38,1444,5,92,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1985,2,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.5958721642994972,0.30263997373455936,취업취약 비단절군,0.626,0.3331
2,35,1225,3,3,2,0,0,0,1,1,0,0,1,0,0,1,0,0,5,0,1987,2,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.4570105820105819,0.30263997373455936,취업취약 비단절군,0.529,0.3747
1,38,1444,5,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9780817898975388,0.05220923441143611,안정군,0.969,0.0431
1,31,961,3,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,4,1,1992,1,201102,200803,1,3,2,2,1,2,202305,30-34,0,1,0.9563342769565236,0.058942503480726716,안정군,0.952,0.0544
2,29,841,5,30,2,0,1,0,0,1,0,0,0,0,1,0,1,0,3,1,1991,2,201507,201109,2,4,2,2,0,2,202105,25-29,0,0,0.0,0.16095345897786528,고착형 단절 위험군,0.252,0.4127
1,24,576,5,70,1,1,0,0,0,0,1,0,0,0,1,1,0,2,2,1,1997,3,0,201603,1,0,0,1,0,0,202105,20-24,0,0,0.13606463606463606,0.4858207213569005,고착형 단절 위험군,0.249,0.5993
1,27,729,5,40,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,1,1994,5,0,201903,2,0,0,2,0,0,202205,25-29,0,0,0.23698169503624986,0.12326704184888362,취업취약 비단절군,0.429,0.3152
2,28,784,3,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3,1,1993,3,201102,200803,2,3,2,2,1,2,202105,25-29,0,1,0.6922004392058838,0.16095345897786528,재연결 가능 단절군,0.736,0.205
2,31,961,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,4,1,1989,2,200305,199809,2,5,2,2,1,2,202105,30-34,0,1,0.6846796002351558,0.24230136139123576,고착형 단절 위험군,0.707,0.2642
1,30,900,7,70,2,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1991,1,201902,201303,2,4,2,2,4,1,202105,30-34,0,1,1.0,0.05925964304922146,안정군,0.982,0.0415
1,27,729,4,70,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1994,1,201902,201703,2,2,2,2,3,2,202105,25-29,0,1,0.9623729400913628,0.1237875978263681,안정군,0.937,0.0979
2,23,529,5,100,1,1,0,0,0,0,0,1,0,0,1,0,0,9,2,1,1999,3,202302,201902,1,0,0,1,1,0,202305,20-24,0,1,0.7549941477057217,0.3752915844640742,안정군,0.716,0.3362
2,21,441,4,70,1,1,0,0,0,0,0,1,0,1,0,1,0,6,2,1,2000,3,202102,201903,1,2,2,1,1,2,202205,20-24,0,1,0.5285444905603794,0.38198034766775535,안정군,0.555,0.4088
1,31,961,3,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,4,1,1992,3,201102,200803,1,3,2,2,1,2,202305,30-34,0,1,0.8028456605457928,0.058942503480726716,안정군,0.844,0.1004
1,37,1369,4,70,2,0,0,0,1,0,0,0,0,1,0,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9697522885764971,0.05014325784812647,안정군,0.964,0.0442
2,32,1024,5,30,2,0,0,1,0,1,0,0,0,0,1,0,1,0,4,2,1989,2,201202,200703,1,4,2,2,4,1,202105,30-34,0,1,0.6878714348768796,0.24230136139123576,고착형 단절 위험군,0.709,0.2632
1,27,729,4,70,2,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,1995,1,201802,201403,1,2,2,2,3,1,202305,25-29,0,1,0.9755269178689826,0.12123110098163072,안정군,0.946,0.0922
2,26,676,5,91,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,1994,3,201702,201303,1,4,2,2,4,2,202105,25-29,0,1,0.9457516176877636,0.16095345897786528,재연결 가능 단절군,0.914,0.1289
1,22,484,5,91,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,2000,3,0,201903,1,0,0,2,0,0,202205,20-24,0,0,0.3648518250930772,0.4803533520422679,안정군,0.411,0.5268
1,33,1089,4,70,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1989,1,201202,200803,2,2,2,2,3,1,202205,30-34,0,1,0.9483998964854171,0.05785455694967152,안정군,0.947,0.056
1,22,484,4,70,1,1,0,0,0,0,1,0,0,1,0,1,0,8,2,1,2001,3,0,202003,2,0,0,1,0,0,202305,20-24,0,0,0.05668743509865005,0.492572976263481,고착형 단절 위험군,0.192,0.6278
1,31,961,5,40,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,2,1989,1,201808,201603,1,4,1,2,3,1,202105,30-34,0,1,0.9691241946107884,0.05925964304922146,안정군,0.961,0.0507
1,34,1156,5,70,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,3,1988,3,201502,200703,1,4,2,2,4,1,202205,30-34,0,1,0.9661481369943129,0.05785455694967152,안정군,0.959,0.0507
2,31,961,5,22,2,0,0,1,0,1,0,0,0,0,1,0,1,0,4,1,1990,1,201302,200803,1,4,2,2,2,2,202205,30-34,0,1,0.7675233501101362,0.2345583864473848,고착형 단절 위험군,0.767,0.2339
2,31,961,5,40,1,0,0,1,0,0,0,1,0,0,1,0,1,8,4,3,1989,1,201503,201003,1,4,2,1,3,1,202105,30-34,0,1,0.5166522074416812,0.24230136139123576,고착형 단절 위험군,0.589,0.3146
1,20,400,5,21,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,2000,3,0,201903,2,0,0,2,0,0,202105,20-24,0,0,0.031039944090245075,0.4858207213569005,고착형 단절 위험군,0.176,0.6308
1,21,441,5,92,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1999,3,0,201903,2,0,0,2,0,0,202105,20-24,0,0,0.04431449884249336,0.4858207213569005,고착형 단절 위험군,0.185,0.6268
2,39,1521,5,100,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1982,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5958721642994972,0.31144141770894623,고착형 단절 위험군,0.624,0.3392
1,24,576,4,100,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1997,3,201702,201503,1,2,2,2,1,2,202105,20-24,0,1,0.8631608055734389,0.4858207213569005,재연결 가능 단절군,0.758,0.3811
2,30,900,4,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,1,1991,3,201202,201003,1,2,2,2,1,2,202105,30-34,0,1,0.8051518837602384,0.24230136139123576,재연결 가능 단절군,0.791,0.2281
2,21,441,5,40,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2000,3,202204,201903,1,0,0,2,1,0,202205,20-24,0,1,0.8364200730922678,0.38198034766775535,안정군,0.771,0.3165
2,38,1444,3,3,2,0,0,0,1,1,0,0,1,0,0,1,0,0,5,0,1984,1,0,0,0,0,0,0,0,0,202305,35-39,1,0,0.6917809507684783,0.30263997373455936,안정군,0.693,0.3043
2,34,1156,5,22,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4,1,1987,3,201002,200603,2,4,2,2,1,2,202205,30-34,0,1,0.8405870701969355,0.2345583864473848,재연결 가능 단절군,0.818,0.212
2,31,961,5,70,1,0,0,1,0,0,0,1,0,0,1,1,0,0,4,1,1990,3,201402,201003,2,4,2,2,4,2,202205,30-34,0,0,0.9623729400913628,0.2345583864473848,재연결 가능 단절군,0.903,0.1755
2,28,784,5,92,1,0,1,0,0,0,0,1,0,0,1,0,0,2,3,1,1993,3,201602,201203,2,4,2,1,1,2,202205,25-29,1,0,0.3648518250930772,0.15633791231367275,고착형 단절 위험군,0.508,0.3
1,25,625,3,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,1,1997,8,201602,201303,2,3,2,2,1,2,202305,25-29,0,1,0.7781308902713554,0.12123110098163072,안정군,0.808,0.1514
1,24,576,3,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,3,1998,3,201702,201403,2,3,2,2,2,2,202205,20-24,0,0,0.7972440844796774,0.4803533520422679,안정군,0.714,0.3971
2,39,1521,5,40,2,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,1982,2,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.5958721642994972,0.31144141770894623,고착형 단절 위험군,0.624,0.3392
2,25,625,3,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,3,3,1996,3,201502,201203,1,3,2,2,1,2,202205,25-29,0,1,0.7834844673559799,0.15633791231367275,재연결 가능 단절군,0.802,0.1744
1,27,729,5,60,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,1,1994,3,0,201303,1,0,0,2,0,0,202205,25-29,1,0,0.5607985085078879,0.12326704184888362,취업취약 비단절군,0.656,0.218
2,35,1225,6,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5,0,1988,3,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.786636544318458,0.30263997373455936,안정군,0.76,0.2759
2,26,676,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,1994,3,201202,200903,2,3,2,2,1,2,202105,25-29,0,0,0.7334337202758255,0.16095345897786528,재연결 가능 단절군,0.765,0.1926
1,30,900,4,70,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1990,3,201802,201403,2,2,2,2,3,1,202105,30-34,0,1,0.9120907350668928,0.05925964304922146,안정군,0.921,0.0679
1,21,441,4,70,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,2002,3,0,202103,1,0,0,2,0,0,202305,20-24,0,1,0.5034703456834605,0.492572976263481,재연결 가능 단절군,0.505,0.4938
1,31,961,5,40,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,1,1989,3,201302,200703,1,4,2,2,3,1,202105,30-34,0,1,0.910007345620337,0.05925964304922146,안정군,0.919,0.0685
2,27,729,5,70,1,0,1,0,0,0,0,1,0,0,1,1,0,0,3,3,1994,1,201808,201303,1,4,2,2,2,1,202205,25-29,0,1,0.9035979107303409,0.15633791231367275,재연결 가능 단절군,0.886,0.1384
2,24,576,4,10,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1998,3,201902,201603,2,3,2,2,1,2,202205,20-24,0,1,0.7834844673559799,0.38198034766775535,안정군,0.734,0.3323
2,39,1521,4,91,1,0,0,0,1,0,0,1,0,1,0,0,0,0,5,0,1981,3,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.6894260998630953,0.31559084187742065,재연결 가능 단절군,0.688,0.3141
1,23,529,3,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,1,1998,3,201702,201403,1,3,2,2,4,2,202105,20-24,0,1,0.9015145212837853,0.4858207213569005,재연결 가능 단절군,0.785,0.3696
2,26,676,3,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3,1,1995,3,201402,201103,2,3,2,2,3,2,202205,25-29,0,1,0.8525628323391232,0.15633791231367275,재연결 가능 단절군,0.85,0.1537
2,32,1024,4,92,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1991,2,201302,201103,2,2,2,2,4,2,202305,30-34,0,1,0.601714331555092,0.22887157543852418,취업취약 비단절군,0.653,0.2797
1,39,1521,5,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1981,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9775061556719725,0.04956351335007309,안정군,0.969,0.0414
